time,SST (degrees Celsius),standard error (degrees Celsius)
28/12/2021 12.00,7.754,0.322
29/12/2021 12.00,7.792,0.302
30/12/2021 12.00,7.652,0.25
31/12/2021 12.00,7.533,0.25
01/01/2022 12.00,7.347,0.23
02/01/2022 12.00,7.413,0.22
03/01/2022 12.00,7.405,0.24
04/01/2022 12.00,7.412,0.23
05/01/2022 12.00,7.397,0.22
06/01/2022 12.00,7.367,0.22
07/01/2022 12.00,7.386,0.22
08/01/2022 12.00,7.338,0.23
09/01/2022 12.00,7.215,0.33
10/01/2022 12.00,7.036,0.23
11/01/2022 12.00,7.02,0.23
12/01/2022 12.00,7.093,0.23
13/01/2022 12.00,7.135,0.23
14/01/2022 12.00,7.226,0.23
15/01/2022 12.00,7.334,0.24
16/01/2022 12.00,7.078,0.24
17/01/2022 12.00,7.046,0.24
18/01/2022 12.00,7.186,0.23
19/01/2022 12.00,7.265,0.222
20/01/2022 12.00,7.277,0.22
21/01/2022 12.00,7.257,0.23
22/01/2022 12.00,6.968,0.27
23/01/2022 12.00,7.024,0.22
24/01/2022 12.00,7.022,0.24
25/01/2022 12.00,7.062,0.232
26/01/2022 12.00,7.812,0.23
27/01/2022 12.00,7.684,0.22
28/01/2022 12.00,7.762,0.22
29/01/2022 12.00,7.652,0.24
30/01/2022 12.00,7.56,0.22
31/01/2022 12.00,7.779,0.26
01/02/2022 12.00,7.71,0.24
02/02/2022 12.00,7.779,0.22
03/02/2022 12.00,7.837,0.22
04/02/2022 12.00,7.777,0.22
05/02/2022 12.00,7.624,0.24
06/02/2022 12.00,7.604,0.24
07/02/2022 12.00,7.503,0.23
08/02/2022 12.00,7.471,0.22
09/02/2022 12.00,7.487,0.22
10/02/2022 12.00,7.456,0.22
11/02/2022 12.00,7.439,0.23
12/02/2022 12.00,7.451,0.25
13/02/2022 12.00,7.231,0.4
14/02/2022 12.00,7.21,0.22
15/02/2022 12.00,7.25,0.22
16/02/2022 12.00,7.26,0.238
17/02/2022 12.00,7.211,0.25
18/02/2022 12.00,7.23,0.22
19/02/2022 12.00,7.23,0.22
20/02/2022 12.00,7.144,0.22
21/02/2022 12.00,6.907,0.22
22/02/2022 12.00,6.973,0.22
23/02/2022 12.00,6.907,0.22
24/02/2022 12.00,6.776,0.22
25/02/2022 12.00,6.797,0.22
26/02/2022 12.00,6.713,0.23
27/02/2022 12.00,6.652,0.23
28/02/2022 12.00,6.789,0.24
01/03/2022 12.00,6.901,0.2
02/03/2022 12.00,6.771,0.21
03/03/2022 12.00,6.72,0.2
04/03/2022 12.00,6.7,0.2
05/03/2022 12.00,6.722,0.2
06/03/2022 12.00,6.751,0.2
07/03/2022 12.00,6.663,0.2
08/03/2022 12.00,6.543,0.2
09/03/2022 12.00,6.513,0.2
10/03/2022 12.00,6.553,0.21
11/03/2022 12.00,6.579,0.2
12/03/2022 12.00,6.558,0.2
13/03/2022 12.00,6.396,0.2
14/03/2022 12.00,6.447,0.2
15/03/2022 12.00,6.478,0.2
16/03/2022 12.00,6.609,0.21
17/03/2022 12.00,6.729,0.21
18/03/2022 12.00,6.704,0.2
19/03/2022 12.00,6.682,0.2
20/03/2022 12.00,6.642,0.2
21/03/2022 12.00,6.702,0.2
22/03/2022 12.00,6.761,0.2
23/03/2022 12.00,6.752,0.2
24/03/2022 12.00,6.709,0.2
25/03/2022 12.00,6.581,0.2
26/03/2022 12.00,6.39,0.2
27/03/2022 12.00,6.181,0.2
28/03/2022 12.00,7.276,0.22
29/03/2022 12.00,6.858,0.22
30/03/2022 12.00,6.88,0.2
31/03/2022 12.00,6.89,0.2
01/04/2022 12.00,6.842,0.2
02/04/2022 12.00,6.78,0.21
03/04/2022 12.00,6.653,0.2
04/04/2022 12.00,6.667,0.2
05/04/2022 12.00,6.685,0.22
06/04/2022 12.00,6.761,0.2
07/04/2022 12.00,6.674,0.208
08/04/2022 12.00,6.662,0.2
09/04/2022 12.00,6.628,0.2
10/04/2022 12.00,6.43,0.2
11/04/2022 12.00,6.589,0.2
12/04/2022 12.00,6.57,0.2
13/04/2022 12.00,6.528,0.23
14/04/2022 12.00,7.021,0.2
15/04/2022 12.00,7.008,0.2
16/04/2022 12.00,7.077,0.2
17/04/2022 12.00,7.036,0.2
18/04/2022 12.00,7.017,0.2
19/04/2022 12.00,7.315,0.2
20/04/2022 12.00,7.539,0.21
21/04/2022 12.00,7.65,0.21
22/04/2022 12.00,7.788,0.2
23/04/2022 12.00,7.768,0.2
24/04/2022 12.00,7.794,0.2
25/04/2022 12.00,7.897,0.2
26/04/2022 12.00,7.968,0.21
27/04/2022 12.00,7.842,0.21
28/04/2022 12.00,7.872,0.21
29/04/2022 12.00,7.832,0.21
30/04/2022 12.00,8.885,0.2
01/05/2022 12.00,8.915,0.2
02/05/2022 12.00,8.745,0.2
03/05/2022 12.00,8.413,0.2
04/05/2022 12.00,8.481,0.222
05/05/2022 12.00,8.711,0.24
06/05/2022 12.00,8.922,0.2
07/05/2022 12.00,9.011,0.2
08/05/2022 12.00,8.986,0.2
09/05/2022 12.00,9.204,0.2
10/05/2022 12.00,9.241,0.2
11/05/2022 12.00,9.24,0.2
12/05/2022 12.00,9.306,0.21
13/05/2022 12.00,9.508,0.2
14/05/2022 12.00,9.658,0.2
15/05/2022 12.00,9.856,0.21
16/05/2022 12.00,10.387,0.26
17/05/2022 12.00,10.019,0.202
18/05/2022 12.00,10.207,0.2
19/05/2022 12.00,10.276,0.21
20/05/2022 12.00,10.296,0.2
21/05/2022 12.00,10.45,0.2
22/05/2022 12.00,10.54,0.2
23/05/2022 12.00,11.001,0.2
24/05/2022 12.00,11.032,0.2
25/05/2022 12.00,11.009,0.2
26/05/2022 12.00,10.942,0.2
27/05/2022 12.00,10.842,0.2
28/05/2022 12.00,10.539,0.21
29/05/2022 12.00,10.152,0.208
30/05/2022 12.00,10.988,0.2
31/05/2022 12.00,10.97,0.2
01/06/2022 12.00,10.988,0.31
02/06/2022 12.00,10.98,0.542
03/06/2022 12.00,10.55,0.33
04/06/2022 12.00,10.738,0.31
05/06/2022 12.00,10.758,0.3
06/06/2022 12.00,10.889,0.3
07/06/2022 12.00,11.387,0.3
08/06/2022 12.00,11.644,0.3
09/06/2022 12.00,11.652,0.3
10/06/2022 12.00,11.559,0.3
11/06/2022 12.00,11.637,0.3
12/06/2022 12.00,11.687,0.31
13/06/2022 12.00,11.787,0.35
14/06/2022 12.00,12.56,0.31
15/06/2022 12.00,12.415,0.31
16/06/2022 12.00,12.218,0.3
17/06/2022 12.00,12.709,0.31
18/06/2022 12.00,12.729,0.3
19/06/2022 12.00,12.759,0.31
20/06/2022 12.00,12.866,0.31
21/06/2022 12.00,12.916,0.3
22/06/2022 12.00,13.044,0.362
23/06/2022 12.00,13.137,0.3
24/06/2022 12.00,13.158,0.3
25/06/2022 12.00,13.057,0.31
26/06/2022 12.00,13.957,0.3
27/06/2022 12.00,14.176,0.3
28/06/2022 12.00,14.181,0.3
29/06/2022 12.00,14.229,0.3
30/06/2022 12.00,14.289,0.3
01/07/2022 12.00,14.451,0.31
02/07/2022 12.00,14.488,0.3
03/07/2022 12.00,14.517,0.3
04/07/2022 12.00,14.617,0.3
05/07/2022 12.00,14.587,0.302
06/07/2022 12.00,14.308,0.3
07/07/2022 12.00,14.089,0.338
08/07/2022 12.00,14.006,0.3
09/07/2022 12.00,13.489,0.3
10/07/2022 12.00,13.051,0.3
11/07/2022 12.00,14.688,0.3
12/07/2022 12.00,14.57,0.3
13/07/2022 12.00,14.558,0.31
14/07/2022 12.00,14.57,0.3
15/07/2022 12.00,14.356,0.3
16/07/2022 12.00,14.335,0.31
17/07/2022 12.00,15.572,0.3
18/07/2022 12.00,15.478,0.3
19/07/2022 12.00,15.478,0.3
20/07/2022 12.00,15.087,0.302
21/07/2022 12.00,15.088,0.37
22/07/2022 12.00,14.767,0.3
23/07/2022 12.00,14.564,0.3
24/07/2022 12.00,14.579,0.3
25/07/2022 12.00,14.551,0.31
26/07/2022 12.00,14.454,0.3
27/07/2022 12.00,14.167,0.31
28/07/2022 12.00,14.608,0.31
29/07/2022 12.00,14.922,0.3
30/07/2022 12.00,15.11,0.3
31/07/2022 12.00,14.902,0.3
01/08/2022 12.00,15.008,0.32
02/08/2022 12.00,14.975,0.3
03/08/2022 12.00,15.002,0.3
04/08/2022 12.00,15.133,0.3
05/08/2022 12.00,15.161,0.3
06/08/2022 12.00,15.074,0.3
07/08/2022 12.00,15.3,0.3
08/08/2022 12.00,15.512,0.3
09/08/2022 12.00,16.155,0.3
10/08/2022 12.00,16.217,0.31
11/08/2022 12.00,16.496,0.3
12/08/2022 12.00,16.823,0.31
13/08/2022 12.00,16.876,0.31
14/08/2022 12.00,16.956,0.3
15/08/2022 12.00,17.093,0.3
16/08/2022 12.00,16.761,0.3
17/08/2022 12.00,16.741,0.3
18/08/2022 12.00,16.551,0.3
19/08/2022 12.00,16.591,0.3
20/08/2022 12.00,16.492,0.32
21/08/2022 12.00,16.339,0.3
22/08/2022 12.00,16.279,0.3
23/08/2022 12.00,16.345,0.3
24/08/2022 12.00,16.296,0.3
25/08/2022 12.00,16.335,0.3
26/08/2022 12.00,16.352,0.32
27/08/2022 12.00,16.313,0.3
28/08/2022 12.00,16.351,0.3
29/08/2022 12.00,15.783,0.31
30/08/2022 12.00,16.049,0.3
31/08/2022 12.00,16.193,0.3
01/09/2022 12.00,16.2,0.21
02/09/2022 12.00,16.101,0.2
03/09/2022 12.00,16.029,0.2
04/09/2022 12.00,15.841,0.21
05/09/2022 12.00,15.869,0.4
06/09/2022 12.00,15.916,0.37
07/09/2022 12.00,15.916,0.382
08/09/2022 12.00,15.865,0.37
09/09/2022 12.00,15.785,0.292
10/09/2022 12.00,15.815,0.27
11/09/2022 12.00,16.152,0.22
12/09/2022 12.00,16.22,0.2
13/09/2022 12.00,15.623,0.21
14/09/2022 12.00,15.653,0.21
15/09/2022 12.00,15.526,0.2
16/09/2022 12.00,14.493,0.2
17/09/2022 12.00,14.093,0.2
18/09/2022 12.00,13.839,0.2
19/09/2022 12.00,13.784,0.2
20/09/2022 12.00,13.696,0.2
21/09/2022 12.00,13.524,0.2
22/09/2022 12.00,13.747,0.2
23/09/2022 12.00,13.868,0.2
24/09/2022 12.00,13.888,0.2
25/09/2022 12.00,13.896,0.21
26/09/2022 12.00,13.364,0.21
27/09/2022 12.00,13.45,0.2
28/09/2022 12.00,13.535,0.2
29/09/2022 12.00,13.559,0.21
30/09/2022 12.00,13.519,0.21
01/10/2022 12.00,13.469,0.2
02/10/2022 12.00,13.429,0.21
03/10/2022 12.00,13.39,0.22
04/10/2022 12.00,13.289,0.27
05/10/2022 12.00,13.427,0.2
06/10/2022 12.00,13.275,0.2
07/10/2022 12.00,13.192,0.208
08/10/2022 12.00,13.15,0.2
09/10/2022 12.00,13.11,0.2
10/10/2022 12.00,13.064,0.2
11/10/2022 12.00,13.074,0.2
12/10/2022 12.00,12.773,0.2
13/10/2022 12.00,12.761,0.2
14/10/2022 12.00,12.711,0.2
15/10/2022 12.00,12.585,0.2
16/10/2022 12.00,12.569,0.21
17/10/2022 12.00,12.511,0.2
18/10/2022 12.00,12.169,0.21
19/10/2022 12.00,12.048,0.212
20/10/2022 12.00,11.697,0.37
21/10/2022 12.00,11.715,0.42
22/10/2022 12.00,12.249,0.228
23/10/2022 12.00,12.272,0.2
24/10/2022 12.00,12.171,0.2
25/10/2022 12.00,12.031,0.21
26/10/2022 12.00,12.041,0.21
27/10/2022 12.00,12.029,0.2
28/10/2022 12.00,11.989,0.21
29/10/2022 12.00,11.982,0.2
30/10/2022 12.00,11.859,0.2
31/10/2022 12.00,11.895,0.2
01/11/2022 12.00,11.984,0.2
02/11/2022 12.00,12.034,0.21
03/11/2022 12.00,11.85,0.21
04/11/2022 12.00,11.596,0.202
05/11/2022 12.00,11.558,0.2
06/11/2022 12.00,11.559,0.2
07/11/2022 12.00,11.49,0.2
08/11/2022 12.00,11.364,0.2
09/11/2022 12.00,11.146,0.2
10/11/2022 12.00,11.413,0.2
11/11/2022 12.00,11.38,0.2
12/11/2022 12.00,11.399,0.21
13/11/2022 12.00,11.07,0.24
14/11/2022 12.00,11.091,0.29
15/11/2022 12.00,11.081,0.34
16/11/2022 12.00,10.851,0.3
17/11/2022 12.00,10.4,0.252
18/11/2022 12.00,10.172,0.22
19/11/2022 12.00,10.102,0.21
20/11/2022 12.00,10.121,0.23
21/11/2022 12.00,10.085,0.2
22/11/2022 12.00,10.097,0.2
23/11/2022 12.00,10.226,0.22
24/11/2022 12.00,10.113,0.2
25/11/2022 12.00,10.135,0.2
26/11/2022 12.00,10.185,0.22
27/11/2022 12.00,10.086,0.2
28/11/2022 12.00,9.834,0.27
29/11/2022 12.00,9.927,0.2
30/11/2022 12.00,9.967,0.2
01/12/2022 12.00,9.997,0.24
02/12/2022 12.00,9.786,0.24
03/12/2022 12.00,9.669,0.23
04/12/2022 12.00,9.576,0.22
05/12/2022 12.00,9.575,0.22
06/12/2022 12.00,9.373,0.23
07/12/2022 12.00,9.36,0.22
08/12/2022 12.00,9.43,0.22
09/12/2022 12.00,9.309,0.23
10/12/2022 12.00,9.232,0.232
11/12/2022 12.00,9.171,0.242
12/12/2022 12.00,8.846,0.24
13/12/2022 12.00,8.796,0.25
14/12/2022 12.00,8.588,0.22
15/12/2022 12.00,8.572,0.22
16/12/2022 12.00,8.572,0.24
17/12/2022 12.00,8.321,0.25
18/12/2022 12.00,8.101,0.302
19/12/2022 12.00,8.045,0.22
20/12/2022 12.00,8.073,0.22
21/12/2022 12.00,8.111,0.22
22/12/2022 12.00,8.108,0.22
23/12/2022 12.00,8.098,0.22
24/12/2022 12.00,8.027,0.22
25/12/2022 12.00,7.93,0.22
26/12/2022 12.00,7.93,0.22
27/12/2022 12.00,7.94,0.22
28/12/2022 12.00,7.98,0.24
29/12/2022 12.00,7.938,0.23
30/12/2022 12.00,7.947,0.222
31/12/2022 12.00,7.939,0.22
01/01/2023 12.00,7.76,0.27
02/01/2023 12.00,7.76,0.272
03/01/2023 12.00,7.769,0.27
04/01/2023 12.00,7.16,0.332
05/01/2023 12.00,7.283,0.292
06/01/2023 12.00,7.392,0.29
07/01/2023 12.00,7.573,0.32
08/01/2023 12.00,7.787,0.27
09/01/2023 12.00,7.748,0.272
10/01/2023 12.00,7.748,0.27
11/01/2023 12.00,7.625,0.28
12/01/2023 12.00,7.737,0.27
13/01/2023 12.00,7.768,0.27
14/01/2023 12.00,7.776,0.27
15/01/2023 12.00,7.706,0.27
16/01/2023 12.00,7.696,0.27
17/01/2023 12.00,7.633,0.302
18/01/2023 12.00,7.651,0.27
19/01/2023 12.00,7.6,0.27
20/01/2023 12.00,7.606,0.27
21/01/2023 12.00,7.658,0.28
22/01/2023 12.00,7.284,0.31
23/01/2023 12.00,6.947,0.412
24/01/2023 12.00,7.772,0.27
25/01/2023 12.00,7.732,0.28
26/01/2023 12.00,7.702,0.27
27/01/2023 12.00,7.684,0.29
28/01/2023 12.00,7.838,0.27
29/01/2023 12.00,7.798,0.28
30/01/2023 12.00,7.799,0.27
31/01/2023 12.00,7.73,0.28
01/02/2023 12.00,7.811,0.302
02/02/2023 12.00,7.791,0.27
03/02/2023 12.00,7.771,0.482
04/02/2023 12.00,7.911,0.27
05/02/2023 12.00,7.942,0.29
06/02/2023 12.00,7.874,0.27
07/02/2023 12.00,7.782,0.36
08/02/2023 12.00,7.801,0.272
09/02/2023 12.00,7.793,0.298
10/02/2023 12.00,7.793,0.3
11/02/2023 12.00,7.813,0.32
12/02/2023 12.00,7.442,0.292
13/02/2023 12.00,7.462,0.372
14/02/2023 12.00,7.779,0.27
15/02/2023 12.00,7.826,0.312
16/02/2023 12.00,7.786,0.3
17/02/2023 12.00,7.814,0.28
18/02/2023 12.00,7.773,0.28
19/02/2023 12.00,7.749,0.27
20/02/2023 12.00,7.873,0.29
21/02/2023 12.00,7.834,0.27
22/02/2023 12.00,7.854,0.28
23/02/2023 12.00,7.605,0.302
24/02/2023 12.00,7.617,0.27
25/02/2023 12.00,7.441,0.28
26/02/2023 12.00,7.131,0.28
27/02/2023 12.00,7.115,0.27
28/02/2023 12.00,7.449,0.27
01/03/2023 12.00,7.52,0.242
02/03/2023 12.00,7.482,0.25
03/03/2023 12.00,7.47,0.242
04/03/2023 12.00,7.39,0.252
05/03/2023 12.00,7.349,0.26
06/03/2023 12.00,7.301,0.26
07/03/2023 12.00,7.239,0.26
08/03/2023 12.00,7.292,0.25
09/03/2023 12.00,7.36,0.242
10/03/2023 12.00,7.4,0.242
11/03/2023 12.00,7.192,0.26
12/03/2023 12.00,7.174,0.252
13/03/2023 12.00,6.874,0.242
14/03/2023 12.00,6.856,0.26
15/03/2023 12.00,6.824,0.252
16/03/2023 12.00,6.814,0.25
17/03/2023 12.00,6.775,0.27
18/03/2023 12.00,6.793,0.27
19/03/2023 12.00,7.041,0.27
20/03/2023 12.00,6.979,0.242
21/03/2023 12.00,6.949,0.26
22/03/2023 12.00,6.974,0.25
23/03/2023 12.00,6.982,0.25
24/03/2023 12.00,7.012,0.252
25/03/2023 12.00,6.96,0.242
26/03/2023 12.00,7.008,0.25
27/03/2023 12.00,7.03,0.242
28/03/2023 12.00,7.04,0.242
29/03/2023 12.00,7.128,0.432
30/03/2023 12.00,7.008,0.452
31/03/2023 12.00,6.9,0.26
01/04/2023 12.00,6.91,0.242
02/04/2023 12.00,6.911,0.242
03/04/2023 12.00,6.891,0.242
04/04/2023 12.00,6.853,0.26
05/04/2023 12.00,6.418,0.28
06/04/2023 12.00,6.77,0.242
07/04/2023 12.00,6.81,0.242
08/04/2023 12.00,6.81,0.242
09/04/2023 12.00,6.72,0.342
10/04/2023 12.00,6.912,0.242
11/04/2023 12.00,6.923,0.242
12/04/2023 12.00,6.933,0.25
13/04/2023 12.00,6.853,0.242
14/04/2023 12.00,7.353,0.25
15/04/2023 12.00,7.397,0.242
16/04/2023 12.00,7.498,0.242
17/04/2023 12.00,7.593,0.242
18/04/2023 12.00,7.906,0.242
19/04/2023 12.00,8.164,0.25
20/04/2023 12.00,8.404,0.25
21/04/2023 12.00,8.592,0.242
22/04/2023 12.00,8.682,0.242
23/04/2023 12.00,7.304,0.242
24/04/2023 12.00,7.67,0.242
25/04/2023 12.00,7.28,0.242
26/04/2023 12.00,7.362,0.242
27/04/2023 12.00,7.38,0.242
28/04/2023 12.00,7.42,0.242
29/04/2023 12.00,7.41,0.242
30/04/2023 12.00,7.352,0.242
01/05/2023 12.00,7.473,0.26
02/05/2023 12.00,7.492,0.242
03/05/2023 12.00,7.499,0.242
04/05/2023 12.00,7.299,0.27
05/05/2023 12.00,7.228,0.242
06/05/2023 12.00,7.256,0.54
07/05/2023 12.00,7.376,0.5
08/05/2023 12.00,7.614,0.36
09/05/2023 12.00,6.853,0.412
10/05/2023 12.00,6.802,0.372
11/05/2023 12.00,7.032,0.392
12/05/2023 12.00,7.1,0.382
13/05/2023 12.00,7.23,0.402
14/05/2023 12.00,8.288,0.252
15/05/2023 12.00,8.338,0.242
16/05/2023 12.00,8.328,0.242
17/05/2023 12.00,8.867,0.242
18/05/2023 12.00,9.015,0.242
19/05/2023 12.00,9.005,0.242
20/05/2023 12.00,9.867,0.242
21/05/2023 12.00,9.884,0.25
22/05/2023 12.00,9.781,0.25
23/05/2023 12.00,9.646,0.242
24/05/2023 12.00,9.651,0.25
25/05/2023 12.00,9.633,0.242
26/05/2023 12.00,9.542,0.25
27/05/2023 12.00,9.758,0.252
28/05/2023 12.00,9.83,0.242
29/05/2023 12.00,9.819,0.252
30/05/2023 12.00,9.788,0.322
31/05/2023 12.00,9.695,0.242
01/06/2023 12.00,9.91,0.35
02/06/2023 12.00,9.884,0.35
03/06/2023 12.00,9.916,0.35
04/06/2023 12.00,10.336,0.35
05/06/2023 12.00,10.655,0.35
06/06/2023 12.00,11.125,0.35
07/06/2023 12.00,11.145,0.35
08/06/2023 12.00,11.256,0.37
09/06/2023 12.00,11.447,0.35
10/06/2023 12.00,12.152,0.35
11/06/2023 12.00,12.424,0.35
12/06/2023 12.00,12.847,0.37
13/06/2023 12.00,13.18,0.35
14/06/2023 12.00,13.842,0.35
15/06/2023 12.00,14.678,0.35
16/06/2023 12.00,14.655,0.35
17/06/2023 12.00,14.635,0.37
18/06/2023 12.00,14.388,0.35
19/06/2023 12.00,14.305,0.35
20/06/2023 12.00,14.308,0.38
21/06/2023 12.00,14.604,0.382
22/06/2023 12.00,15.073,0.36
23/06/2023 12.00,15.609,0.38
24/06/2023 12.00,15.776,0.35
25/06/2023 12.00,15.435,0.35
26/06/2023 12.00,15.213,0.35
27/06/2023 12.00,15.163,0.35
28/06/2023 12.00,15.181,0.35
29/06/2023 12.00,15.237,0.382
30/06/2023 12.00,15.307,0.35
01/07/2023 12.00,15.139,0.35
02/07/2023 12.00,14.742,0.35
03/07/2023 12.00,13.779,0.35
04/07/2023 12.00,13.629,0.35
05/07/2023 12.00,14.046,0.352
06/07/2023 12.00,14.622,0.37
07/07/2023 12.00,15.014,0.37
08/07/2023 12.00,15.115,0.35
09/07/2023 12.00,15.145,0.35
10/07/2023 12.00,15.169,0.36
11/07/2023 12.00,15.096,0.35
12/07/2023 12.00,15.154,0.35
13/07/2023 12.00,15.425,0.37
14/07/2023 12.00,15.547,0.38
15/07/2023 12.00,15.584,0.37
16/07/2023 12.00,15.215,0.35
17/07/2023 12.00,15.116,0.35
18/07/2023 12.00,15.035,0.37
19/07/2023 12.00,14.927,0.37
20/07/2023 12.00,14.878,0.35
21/07/2023 12.00,15.266,0.37
22/07/2023 12.00,15.266,0.35
23/07/2023 12.00,15.216,0.35
24/07/2023 12.00,14.869,0.35
25/07/2023 12.00,14.967,0.36
26/07/2023 12.00,15.394,0.35
27/07/2023 12.00,15.342,0.38
28/07/2023 12.00,15.423,0.35
29/07/2023 12.00,15.593,0.35
30/07/2023 12.00,15.77,0.37
31/07/2023 12.00,15.931,0.38
01/08/2023 12.00,16.004,0.35
02/08/2023 12.00,16.062,0.35
03/08/2023 12.00,16.061,0.35
04/08/2023 12.00,15.68,0.36
05/08/2023 12.00,15.389,0.35
06/08/2023 12.00,15.042,0.352
07/08/2023 12.00,14.89,0.35
08/08/2023 12.00,14.405,0.35
09/08/2023 12.00,14.453,0.35
10/08/2023 12.00,14.419,0.352
11/08/2023 12.00,14.478,0.35
12/08/2023 12.00,14.611,0.36
13/08/2023 12.00,14.806,0.35
14/08/2023 12.00,14.816,0.35
15/08/2023 12.00,14.938,0.35
16/08/2023 12.00,14.94,0.35
17/08/2023 12.00,14.998,0.36
18/08/2023 12.00,15.145,0.35
19/08/2023 12.00,15.18,0.37
20/08/2023 12.00,15.258,0.35
21/08/2023 12.00,15.349,0.35
22/08/2023 12.00,15.459,0.35
23/08/2023 12.00,15.576,0.35
24/08/2023 12.00,15.677,0.352
25/08/2023 12.00,15.853,0.35
26/08/2023 12.00,16.148,0.36
27/08/2023 12.00,16.188,0.36
28/08/2023 12.00,16.238,0.36
29/08/2023 12.00,15.904,0.35
30/08/2023 12.00,16.151,0.35
31/08/2023 12.00,16.144,0.36
01/09/2023 12.00,16.086,0.23
02/09/2023 12.00,16.04,0.23
03/09/2023 12.00,16.172,0.25
04/09/2023 12.00,16.154,0.24
05/09/2023 12.00,16.095,0.23
06/09/2023 12.00,15.647,0.25
07/09/2023 12.00,15.758,0.232
08/09/2023 12.00,16.78,0.24
09/09/2023 12.00,16.631,0.23
10/09/2023 12.00,16.599,0.23
11/09/2023 12.00,16.711,0.232
12/09/2023 12.00,16.699,0.24
13/09/2023 12.00,16.522,0.24
14/09/2023 12.00,16.202,0.23
15/09/2023 12.00,16.081,0.232
16/09/2023 12.00,15.495,0.23
17/09/2023 12.00,15.614,0.24
18/09/2023 12.00,15.622,0.24
19/09/2023 12.00,15.482,0.31
20/09/2023 12.00,15.22,0.26
21/09/2023 12.00,15.404,0.23
22/09/2023 12.00,15.445,0.232
23/09/2023 12.00,15.444,0.23
24/09/2023 12.00,14.872,0.25
25/09/2023 12.00,14.731,0.23
26/09/2023 12.00,14.651,0.24
27/09/2023 12.00,14.631,0.27
28/09/2023 12.00,14.732,0.24
29/09/2023 12.00,14.624,0.23
30/09/2023 12.00,14.331,0.24
01/10/2023 12.00,14.174,0.242
02/10/2023 12.00,14.173,0.24
03/10/2023 12.00,14.135,0.23
04/10/2023 12.00,13.937,0.23
05/10/2023 12.00,13.773,0.25
06/10/2023 12.00,13.634,0.27
07/10/2023 12.00,13.291,0.349
08/10/2023 12.00,13.301,0.23
09/10/2023 12.00,13.321,0.23
10/10/2023 12.00,13.231,0.24
11/10/2023 12.00,12.862,0.25
12/10/2023 12.00,12.77,0.252
13/10/2023 12.00,12.318,0.23
14/10/2023 12.00,12.063,0.25
15/10/2023 12.00,11.78,0.24
16/10/2023 12.00,11.626,0.23
17/10/2023 12.00,11.644,0.24
18/10/2023 12.00,11.636,0.23
19/10/2023 12.00,10.549,0.26
20/10/2023 12.00,10.517,0.27
21/10/2023 12.00,10.517,0.302
22/10/2023 12.00,10.309,0.23
23/10/2023 12.00,10.425,0.23
24/10/2023 12.00,10.445,0.23
25/10/2023 12.00,10.287,0.442
26/10/2023 12.00,9.951,0.312
27/10/2023 12.00,9.89,0.31
28/10/2023 12.00,9.79,0.362
29/10/2023 12.00,10.612,0.23
30/10/2023 12.00,10.878,0.23
31/10/2023 12.00,10.954,0.23
01/11/2023 12.00,11.125,0.25
02/11/2023 12.00,10.731,0.352
03/11/2023 12.00,10.614,0.27
04/11/2023 12.00,10.628,0.24
05/11/2023 12.00,10.657,0.24
06/11/2023 12.00,10.579,0.24
07/11/2023 12.00,10.519,0.24
08/11/2023 12.00,10.541,0.23
09/11/2023 12.00,10.249,0.262
10/11/2023 12.00,10.209,0.24
11/11/2023 12.00,10.163,0.24
12/11/2023 12.00,10.073,0.24
13/11/2023 12.00,9.849,0.23
14/11/2023 12.00,9.878,0.24
15/11/2023 12.00,9.848,0.232
16/11/2023 12.00,9.549,0.242
17/11/2023 12.00,9.591,0.23
18/11/2023 12.00,9.553,0.261
19/11/2023 12.00,9.373,0.452
20/11/2023 12.00,9.343,0.29
21/11/2023 12.00,9.36,0.3
22/11/2023 12.00,8.917,0.25
23/11/2023 12.00,8.907,0.23
24/11/2023 12.00,8.711,0.24
25/11/2023 12.00,8.561,0.23
26/11/2023 12.00,8.519,0.23
27/11/2023 12.00,8.249,0.28
28/11/2023 12.00,8.289,0.23
29/11/2023 12.00,8.129,0.23
30/11/2023 12.00,8.195,0.23
01/12/2023 12.00,8.187,0.27
02/12/2023 12.00,8.079,0.27
03/12/2023 12.00,8.069,0.28
04/12/2023 12.00,8.049,0.27
05/12/2023 12.00,7.909,0.302
06/12/2023 12.00,7.919,0.27
07/12/2023 12.00,7.909,0.28
08/12/2023 12.00,7.839,0.51
09/12/2023 12.00,7.92,0.272
10/12/2023 12.00,7.828,0.362
11/12/2023 12.00,7.818,0.422
12/12/2023 12.00,7.67,0.332
13/12/2023 12.00,7.57,0.332
14/12/2023 12.00,7.249,0.272
15/12/2023 12.00,7.041,0.29
16/12/2023 12.00,6.963,0.27
17/12/2023 12.00,7.525,0.292
18/12/2023 12.00,7.616,0.27
19/12/2023 12.00,7.597,0.27
20/12/2023 12.00,7.539,0.27
21/12/2023 12.00,7.199,0.27
22/12/2023 12.00,7.242,0.31
23/12/2023 12.00,7.041,0.27
24/12/2023 12.00,7.027,0.3
25/12/2023 12.00,7.072,0.27
26/12/2023 12.00,7.066,0.28
27/12/2023 12.00,7.062,0.27
28/12/2023 12.00,6.806,0.27
29/12/2023 12.00,6.879,0.27
30/12/2023 12.00,6.89,0.27
31/12/2023 12.00,6.948,0.302
01/01/2024 12.00,6.948,0.302
